elementGlobalId,uniqueId,nsxUrl,elcode,scientificName,formattedScientificName,primaryCommonName,primaryCommonNameLanguage,roundedGRank,lastModified,classificationStatus,gRank,roundedGrank_2015,phylum,taxorder,taxclass,family,genus,informalTaxonomy
118834,ELEMENT_GLOBAL.2.118834,/Taxon/ELEMENT_GLOBAL.2.118834/Vespericola_sasquatch,IMGASA4200,Vespericola sasquatch,<i>Vespericola sasquatch</i>,Sasquatch Hesperian Snail,EN,G2,2022-02-05T01:50:22.80708Z,Standard,G1G3,G2,Mollusca,Stylommatophora,Gastropoda,Polygyridae,Vespericola,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
118835,ELEMENT_GLOBAL.2.118835,/Taxon/ELEMENT_GLOBAL.2.118835/Vespericola_scotti,IMGASA4190,Vespericola scotti,<i>Vespericola scotti</i>,Benson Gulch Hesperian,EN,G1,2022-02-05T01:50:23.182071Z,Standard,G1,G1,Mollusca,Stylommatophora,Gastropoda,Polygyridae,Vespericola,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
115179,ELEMENT_GLOBAL.2.115179,/Taxon/ELEMENT_GLOBAL.2.115179/Vespericola_shasta,IMGASA4070,Vespericola shasta,<i>Vespericola shasta</i>,Shasta Hesperian,EN,G3,2022-02-05T01:31:56.695884Z,Standard,G3,G1,Mollusca,Stylommatophora,Gastropoda,Polygyridae,Vespericola,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
120365,ELEMENT_GLOBAL.2.120365,/Taxon/ELEMENT_GLOBAL.2.120365/Vespericola_sierranus,IMGASA4080,Vespericola sierranus,<i>Vespericola sierranus</i>,Siskiyou Hesperian,EN,G3,2022-02-05T01:56:49.024765Z,Standard,G3,G2,Mollusca,Stylommatophora,Gastropoda,Polygyridae,Vespericola,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
119897,ELEMENT_GLOBAL.2.119897,/Taxon/ELEMENT_GLOBAL.2.119897/Xerarionta_intercisa,IMGASD1010,Xerarionta intercisa,<i>Xerarionta intercisa</i>,Plain Cactussnail,EN,G1,2022-02-05T01:54:53.63417Z,Standard,G1,G1,Mollusca,Stylommatophora,Gastropoda,Helminthoglyptidae,Xerarionta,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
119504,ELEMENT_GLOBAL.2.119504,/Taxon/ELEMENT_GLOBAL.2.119504/Xerarionta_kellettii,IMGASD1020,Xerarionta kellettii,<i>Xerarionta kellettii</i>,Catalina Cactussnail,EN,G1,2022-02-05T01:53:07.931312Z,Standard,G1,G1,Mollusca,Stylommatophora,Gastropoda,Helminthoglyptidae,Xerarionta,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
108579,ELEMENT_GLOBAL.2.108579,/Taxon/ELEMENT_GLOBAL.2.108579/Xerarionta_redimita,IMGASD1030,Xerarionta redimita,<i>Xerarionta redimita</i>,Wreathed Cactussnail,EN,G1,2022-02-05T01:03:09.882958Z,Standard,G1G2,G1,Mollusca,Stylommatophora,Gastropoda,Helminthoglyptidae,Xerarionta,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
117664,ELEMENT_GLOBAL.2.117664,/Taxon/ELEMENT_GLOBAL.2.117664/Xerarionta_stearnsiana,IMGASC8010,Xerarionta stearnsiana,<i>Xerarionta stearnsiana</i>,Speckled Cactussnail,EN,G2,2022-02-05T01:43:46.962075Z,Standard,G2,G2,Mollusca,Stylommatophora,Gastropoda,Helminthoglyptidae,Xerarionta,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
107147,ELEMENT_GLOBAL.2.107147,/Taxon/ELEMENT_GLOBAL.2.107147/Xerarionta_tryoni,IMGASD1040,Xerarionta tryoni,<i>Xerarionta tryoni</i>,Bicolor Cactussnail,EN,G1,2022-02-05T00:56:00.60156Z,Standard,G1,G1,Mollusca,Stylommatophora,Gastropoda,Helminthoglyptidae,Xerarionta,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
107270,ELEMENT_GLOBAL.2.107270,/Taxon/ELEMENT_GLOBAL.2.107270/Zonites_diegoensis,IMGAS48010,Zonites diegoensis,<i>Zonites diegoensis</i>,a terrestrial snail,EN,G1,2022-02-05T00:56:35.664448Z,Standard,G1Q,G1,Mollusca,Stylommatophora,Gastropoda,Punctidae,Zonites,"Animals - Mussels, Snails, & Other Molluscs - Terrestrial Snails"
116467,ELEMENT_GLOBAL.2.116467,/Taxon/ELEMENT_GLOBAL.2.116467/Haliotis_sorenseni,IMGASV2020,Haliotis sorenseni,<i>Haliotis sorenseni</i>,White Abalone,EN,G1,2022-02-05T01:38:06.976797Z,Standard,G1,G1,Mollusca,Archaeogastropoda,Gastropoda,Haliotidae,Haliotis,"Animals - Mussels, Snails, & Other Molluscs - Other Molluscs"
121316,ELEMENT_GLOBAL.2.121316,/Taxon/ELEMENT_GLOBAL.2.121316/Pisidium_ultramontanum,IMBIV51220,Pisidium ultramontanum,<i>Pisidium ultramontanum</i>,Montane Peaclam,EN,G1,2022-02-05T02:00:51.634661Z,Standard,G1,G1,Mollusca,Veneroida,Bivalvia,Sphaeriidae,Pisidium,"Animals - Mussels, Snails, & Other Molluscs - Other Molluscs"
839715,ELEMENT_GLOBAL.2.839715,/Taxon/ELEMENT_GLOBAL.2.839715/Hyalella_muerta,ICMAL29030,Hyalella muerta,<i>Hyalella muerta</i>,Texas Spring Amphipod,EN,G1,2022-02-05T03:01:59.137084Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Hyalellidae,Hyalella,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
839719,ELEMENT_GLOBAL.2.839719,/Taxon/ELEMENT_GLOBAL.2.839719/Hyalella_sandra,ICMAL29040,Hyalella sandra,<i>Hyalella sandra</i>,Death Valley Amphipod,EN,G1,2022-02-05T03:01:59.4339Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Hyalellidae,Hyalella,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
736916,ELEMENT_GLOBAL.2.736916,/Taxon/ELEMENT_GLOBAL.2.736916/Stygobromus_cherylae,ICMAL05D60,Stygobromus cherylae,<i>Stygobromus cherylae</i>,Barr's Amphipod,EN,G1,2022-02-05T02:06:03.21255Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
736919,ELEMENT_GLOBAL.2.736919,/Taxon/ELEMENT_GLOBAL.2.736919/Stygobromus_cowani,ICMAL05D70,Stygobromus cowani,<i>Stygobromus cowani</i>,Cowan's Amphipod,EN,G1,2022-02-05T02:06:03.415681Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
737126,ELEMENT_GLOBAL.2.737126,/Taxon/ELEMENT_GLOBAL.2.737126/Stygobromus_gallawayae,ICMAL05E10,Stygobromus gallawayae,<i>Stygobromus gallawayae</i>,Gallaway's Amphipod,EN,G1,2022-02-05T02:06:05.446921Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
109144,ELEMENT_GLOBAL.2.109144,/Taxon/ELEMENT_GLOBAL.2.109144/Stygobromus_gradyi,ICMAL05460,Stygobromus gradyi,<i>Stygobromus gradyi</i>,Grady's Cave Amphipod,EN,G1,2022-02-05T01:05:46.022867Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
108009,ELEMENT_GLOBAL.2.108009,/Taxon/ELEMENT_GLOBAL.2.108009/Stygobromus_grahami,ICMAL05920,Stygobromus grahami,<i>Stygobromus grahami</i>,Graham's Cave Amphipod,EN,G2,2022-02-05T01:00:21.211105Z,Standard,G2,G2,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
109433,ELEMENT_GLOBAL.2.109433,/Taxon/ELEMENT_GLOBAL.2.109433/Stygobromus_harai,ICMAL05470,Stygobromus harai,<i>Stygobromus harai</i>,Hara's Cave Amphipod,EN,G1,2022-02-05T01:07:09.663605Z,Standard,G1G2,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
737120,ELEMENT_GLOBAL.2.737120,/Taxon/ELEMENT_GLOBAL.2.737120/Stygobromus_hyporheicus,ICMAL05D80,Stygobromus hyporheicus,<i>Stygobromus hyporheicus</i>,Hypoheic Amphipod,EN,G1,2022-02-05T02:06:05.056374Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
737145,ELEMENT_GLOBAL.2.737145,/Taxon/ELEMENT_GLOBAL.2.737145/Stygobromus_imperialis,ICMAL05E30,Stygobromus imperialis,<i>Stygobromus imperialis</i>,Imperial Amphipod,EN,G1,2022-02-05T02:06:09.712548Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
119324,ELEMENT_GLOBAL.2.119324,/Taxon/ELEMENT_GLOBAL.2.119324/Stygobromus_lacicolus,ICMAL05970,Stygobromus lacicolus,<i>Stygobromus lacicolus</i>,Lake Tahoe  Amphipod,EN,G1,2022-02-05T01:52:28.822103Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
110812,ELEMENT_GLOBAL.2.110812,/Taxon/ELEMENT_GLOBAL.2.110812/Stygobromus_mackenziei,ICMAL05530,Stygobromus mackenziei,<i>Stygobromus mackenziei</i>,Mackenzie's Cave Amphipod,EN,G1,2022-02-05T01:13:13.617137Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
736910,ELEMENT_GLOBAL.2.736910,/Taxon/ELEMENT_GLOBAL.2.736910/Stygobromus_myersae,ICMAL05D50,Stygobromus myersae,<i>Stygobromus myersae</i>,Myers' Amphipod,EN,G1,2022-02-05T02:06:02.931327Z,Standard,G1G2,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
120420,ELEMENT_GLOBAL.2.120420,/Taxon/ELEMENT_GLOBAL.2.120420/Stygobromus_mysticus,ICMAL05A00,Stygobromus mysticus,<i>Stygobromus mysticus</i>,Secret Cave Amphipod,EN,G1,2022-02-05T01:56:58.633865Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
737130,ELEMENT_GLOBAL.2.737130,/Taxon/ELEMENT_GLOBAL.2.737130/Stygobromus_rudolphi,ICMAL05E20,Stygobromus rudolphi,<i>Stygobromus rudolphi</i>,Rudolph's Amphipod,EN,G1,2022-02-05T02:06:05.650049Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
112644,ELEMENT_GLOBAL.2.112644,/Taxon/ELEMENT_GLOBAL.2.112644/Stygobromus_sheldoni,ICMAL05A40,Stygobromus sheldoni,<i>Stygobromus sheldoni</i>,Sheldon Stygobromid,EN,G1,2022-02-05T01:21:06.616614Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
116301,ELEMENT_GLOBAL.2.116301,/Taxon/ELEMENT_GLOBAL.2.116301/Stygobromus_sierrensis,ICMAL05A50,Stygobromus sierrensis,<i>Stygobromus sierrensis</i>,Sierra Amphipod,EN,G1,2022-02-05T01:37:21.804353Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
109565,ELEMENT_GLOBAL.2.109565,/Taxon/ELEMENT_GLOBAL.2.109565/Stygobromus_tahoensis,ICMAL05A70,Stygobromus tahoensis,<i>Stygobromus tahoensis</i>,Lake Tahoe Stygobromid,EN,G1,2022-02-05T01:07:44.569687Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
736882,ELEMENT_GLOBAL.2.736882,/Taxon/ELEMENT_GLOBAL.2.736882/Stygobromus_trinus,ICMAL05C50,Stygobromus trinus,<i>Stygobromus trinus</i>,Trinity County Amphipod,EN,G1,2022-02-05T02:06:00.712549Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
115026,ELEMENT_GLOBAL.2.115026,/Taxon/ELEMENT_GLOBAL.2.115026/Stygobromus_wengerorum,ICMAL05620,Stygobromus wengerorum,<i>Stygobromus wengerorum</i>,Wenger Cave Stygobromid,EN,G1,2022-02-05T01:31:18.586664Z,Standard,G1,G1,Arthropoda,Amphipoda,Malacostraca,Crangonyctidae,Stygobromus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Amphipods"
110563,ELEMENT_GLOBAL.2.110563,/Taxon/ELEMENT_GLOBAL.2.110563/Pacifastacus_fortis,ICMAL31010,Pacifastacus fortis,<i>Pacifastacus fortis</i>,Shasta Crayfish,EN,G1,2022-02-05T01:12:11.523497Z,Standard,G1,G1,Arthropoda,Decapoda,Malacostraca,Astacidae,Pacifastacus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Crayfishes"
815143,ELEMENT_GLOBAL.2.815143,/Taxon/ELEMENT_GLOBAL.2.815143/Branchinecta_campestris,ICBRA03050,Branchinecta campestris,<i>Branchinecta campestris</i>,Pocket Pouch Fairy Shrimp,EN,G2,2022-02-05T02:52:56.447805Z,Standard,G2,G2,Arthropoda,Anostraca,Branchiopoda,Branchinectidae,Branchinecta,"Animals - Crayfish, Shrimp, & Other Crustaceans - Fairy, Clam, and Tadpole Shrimps"
120525,ELEMENT_GLOBAL.2.120525,/Taxon/ELEMENT_GLOBAL.2.120525/Branchinecta_conservatio,ICBRA03010,Branchinecta conservatio,<i>Branchinecta conservatio</i>,Conservancy Fairy Shrimp,EN,G2,2022-02-05T01:57:26.352745Z,Standard,G2,G2,Arthropoda,Anostraca,Branchiopoda,Branchinectidae,Branchinecta,"Animals - Crayfish, Shrimp, & Other Crustaceans - Fairy, Clam, and Tadpole Shrimps"
815138,ELEMENT_GLOBAL.2.815138,/Taxon/ELEMENT_GLOBAL.2.815138/Branchinecta_dissimilis,ICBRA03090,Branchinecta dissimilis,<i>Branchinecta dissimilis</i>,Dissimilar Fairy Shrimp,EN,G2,2022-02-05T02:52:56.103956Z,Standard,G2,G2,Arthropoda,Anostraca,Branchiopoda,Branchinectidae,Branchinecta,"Animals - Crayfish, Shrimp, & Other Crustaceans - Fairy, Clam, and Tadpole Shrimps"
108897,ELEMENT_GLOBAL.2.108897,/Taxon/ELEMENT_GLOBAL.2.108897/Branchinecta_longiantenna,ICBRA03020,Branchinecta longiantenna,<i>Branchinecta longiantenna</i>,Longhorn Fairy Shrimp,EN,G1,2022-02-05T01:04:39.819831Z,Standard,G1,G1,Arthropoda,Anostraca,Branchiopoda,Branchinectidae,Branchinecta,"Animals - Crayfish, Shrimp, & Other Crustaceans - Fairy, Clam, and Tadpole Shrimps"
112811,ELEMENT_GLOBAL.2.112811,/Taxon/ELEMENT_GLOBAL.2.112811/Branchinecta_mesovallensis,ICBRA03150,Branchinecta mesovallensis,<i>Branchinecta mesovallensis</i>,Midvalley Fairy Shrimp,EN,G2,2022-02-05T01:21:53.382772Z,Standard,G2,G2,Arthropoda,Anostraca,Branchiopoda,Branchinectidae,Branchinecta,"Animals - Crayfish, Shrimp, & Other Crustaceans - Fairy, Clam, and Tadpole Shrimps"
113643,ELEMENT_GLOBAL.2.113643,/Taxon/ELEMENT_GLOBAL.2.113643/Branchinecta_sandiegonensis,ICBRA03060,Branchinecta sandiegonensis,<i>Branchinecta sandiegonensis</i>,San Diego Fairy Shrimp,EN,G2,2022-02-05T01:25:41.273498Z,Standard,G2,G2,Arthropoda,Anostraca,Branchiopoda,Branchinectidae,Branchinecta,"Animals - Crayfish, Shrimp, & Other Crustaceans - Fairy, Clam, and Tadpole Shrimps"
112394,ELEMENT_GLOBAL.2.112394,/Taxon/ELEMENT_GLOBAL.2.112394/Cyzicus_californicus,ICBRA19050,Cyzicus californicus,<i>Cyzicus californicus</i>,California Clam Shrimp,EN,G2,2022-02-05T01:19:59.116091Z,Standard,G2G3Q,G2,Arthropoda,Diplostraca,Branchiopoda,Cyzicidae,Cyzicus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Fairy, Clam, and Tadpole Shrimps"
115054,ELEMENT_GLOBAL.2.115054,/Taxon/ELEMENT_GLOBAL.2.115054/Cyzicus_elongatus,ICBRA19060,Cyzicus elongatus,<i>Cyzicus elongatus</i>,Elongate Clam Shrimp,EN,G2,2022-02-05T01:31:23.64914Z,Standard,G2G3Q,G2,Arthropoda,Diplostraca,Branchiopoda,Cyzicidae,Cyzicus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Fairy, Clam, and Tadpole Shrimps"
113308,ELEMENT_GLOBAL.2.113308,/Taxon/ELEMENT_GLOBAL.2.113308/Linderiella_santarosae,ICBRA06020,Linderiella santarosae,<i>Linderiella santarosae</i>,Santa Rosa Plateau Fairy Shrimp,EN,G1,2022-02-05T01:24:11.210752Z,Standard,G1G2,G1,Arthropoda,Anostraca,Branchiopoda,Chirocephalidae,Linderiella,"Animals - Crayfish, Shrimp, & Other Crustaceans - Fairy, Clam, and Tadpole Shrimps"
110736,ELEMENT_GLOBAL.2.110736,/Taxon/ELEMENT_GLOBAL.2.110736/Streptocephalus_woottoni,ICBRA07010,Streptocephalus woottoni,<i>Streptocephalus woottoni</i>,Riverside Fairy Shrimp,EN,G1,2022-02-05T01:12:57.836079Z,Standard,G1G2,G1,Arthropoda,Anostraca,Branchiopoda,Streptocephalidae,Streptocephalus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Fairy, Clam, and Tadpole Shrimps"
120041,ELEMENT_GLOBAL.2.120041,/Taxon/ELEMENT_GLOBAL.2.120041/Bowmanasellus_sequoiae,ICMAL01210,Bowmanasellus sequoiae,<i>Bowmanasellus sequoiae</i>,Sequoia Cave Isopod,EN,G1,2022-02-05T01:55:33.493162Z,Standard,G1,G1,Arthropoda,Isopoda,Malacostraca,Asellidae,Bowmanasellus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Isopods"
113553,ELEMENT_GLOBAL.2.113553,/Taxon/ELEMENT_GLOBAL.2.113553/Caecidotea_tomalensis,ICMAL01220,Caecidotea tomalensis,<i>Caecidotea tomalensis</i>,Tomales Isopod,EN,G2,2022-02-05T01:25:16.632829Z,Standard,G2,G2,Arthropoda,Isopoda,Malacostraca,Asellidae,Caecidotea,"Animals - Crayfish, Shrimp, & Other Crustaceans - Isopods"
116588,ELEMENT_GLOBAL.2.116588,/Taxon/ELEMENT_GLOBAL.2.116588/Calasellus_californicus,ICMAL34010,Calasellus californicus,<i>Calasellus californicus</i>,an isopod,EN,G2,2022-02-05T01:38:42.039214Z,Standard,G2,G2,Arthropoda,Isopoda,Malacostraca,Asellidae,Calasellus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Isopods"
114864,ELEMENT_GLOBAL.2.114864,/Taxon/ELEMENT_GLOBAL.2.114864/Calasellus_longus,ICMAL34020,Calasellus longus,<i>Calasellus longus</i>,an isopod,EN,G1,2022-02-05T01:30:28.977511Z,Standard,G1,G1,Arthropoda,Isopoda,Malacostraca,Asellidae,Calasellus,"Animals - Crayfish, Shrimp, & Other Crustaceans - Isopods"
839722,ELEMENT_GLOBAL.2.839722,/Taxon/ELEMENT_GLOBAL.2.839722/Gnorimosphaeroma_insulare,ICMAL39020,Gnorimosphaeroma insulare,<i>Gnorimosphaeroma insulare</i>,an isopod,EN,G1,2022-02-05T03:01:59.777673Z,Standard,G1,G1,Arthropoda,Isopoda,Malacostraca,Sphaeromatidae,Gnorimosphaeroma,"Animals - Crayfish, Shrimp, & Other Crustaceans - Isopods"
839725,ELEMENT_GLOBAL.2.839725,/Taxon/ELEMENT_GLOBAL.2.839725/Gnorimosphaeroma_noblei,ICMAL39030,Gnorimosphaeroma noblei,<i>Gnorimosphaeroma noblei</i>,an isopod,EN,G1,2022-02-05T03:02:00.13717Z,Standard,G1,G1,Arthropoda,Isopoda,Malacostraca,Sphaeromatidae,Gnorimosphaeroma,"Animals - Crayfish, Shrimp, & Other Crustaceans - Isopods"
111147,ELEMENT_GLOBAL.2.111147,/Taxon/ELEMENT_GLOBAL.2.111147/Ligidium_kofoidi,ICMAL78020,Ligidium kofoidi,<i>Ligidium kofoidi</i>,a cave obligate isopod,EN,G1,2022-02-05T01:14:40.476267Z,Standard,G1G2,G1,Arthropoda,Isopoda,Malacostraca,Ligiidae,Ligidium,"Animals - Crayfish, Shrimp, & Other Crustaceans - Isopods"
758464,ELEMENT_GLOBAL.2.758464,/Taxon/ELEMENT_GLOBAL.2.758464/Dumontia_oregonensis,ICBRA23010,Dumontia oregonensis,<i>Dumontia oregonensis</i>,Hairy Water Flea,EN,G2,2022-02-05T02:44:22.853238Z,Standard,G1G3,G2,Arthropoda,Diplostraca,Branchiopoda,Dumontiidae,Dumontia,"Animals - Crayfish, Shrimp, & Other Crustaceans - Other Crustaceans"
109493,ELEMENT_GLOBAL.2.109493,/Taxon/ELEMENT_GLOBAL.2.109493/Syncaris_pacifica,ICMAL27010,Syncaris pacifica,<i>Syncaris pacifica</i>,California Freshwater Shrimp,EN,G1,2022-02-05T01:07:25.851468Z,Standard,G1,G1,Arthropoda,Decapoda,Malacostraca,Atyidae,Syncaris,"Animals - Crayfish, Shrimp, & Other Crustaceans - Other Crustaceans"
109927,ELEMENT_GLOBAL.2.109927,/Taxon/ELEMENT_GLOBAL.2.109927/Bombus_franklini,IIHYM24010,Bombus franklini,<i>Bombus franklini</i>,Franklin Bumble Bee,EN,G1,2022-02-05T01:09:31.616845Z,Standard,G1,G1,Arthropoda,Hymenoptera,Insecta,Apidae,Bombus,Animals - Insects - Bees - Bumble Bees
881594,ELEMENT_GLOBAL.2.881594,/Taxon/ELEMENT_GLOBAL.2.881594/Osmia_enixa,IIHYMA2870,Osmia enixa,<i>Osmia enixa</i>,a mason bee,EN,G2,2022-02-05T03:17:43.385028Z,Standard,G1G3,G2,Arthropoda,Hymenoptera,Insecta,Megachilidae,Osmia,Animals - Insects - Bees - Mason Bees
881628,ELEMENT_GLOBAL.2.881628,/Taxon/ELEMENT_GLOBAL.2.881628/Osmia_odontogaster,IIHYMA20Y0,Osmia odontogaster,<i>Osmia odontogaster</i>,Tooth-bellied Mason Bee,EN,G2,2022-02-05T03:17:59.525695Z,Standard,G2G3,G2,Arthropoda,Hymenoptera,Insecta,Megachilidae,Osmia,Animals - Insects - Bees - Mason Bees
881634,ELEMENT_GLOBAL.2.881634,/Taxon/ELEMENT_GLOBAL.2.881634/Osmia_potentillae,IIHYMA21E0,Osmia potentillae,<i>Osmia potentillae</i>,a mason bee,EN,G1,2022-02-05T03:18:02.338155Z,Standard,G1,G1,Arthropoda,Hymenoptera,Insecta,Megachilidae,Osmia,Animals - Insects - Bees - Mason Bees
881641,ELEMENT_GLOBAL.2.881641,/Taxon/ELEMENT_GLOBAL.2.881641/Osmia_rostrata,IIHYMA21M0,Osmia rostrata,<i>Osmia rostrata</i>,a mason bee,EN,G1,2022-02-05T03:18:05.322535Z,Standard,G1G2,G1,Arthropoda,Hymenoptera,Insecta,Megachilidae,Osmia,Animals - Insects - Bees - Mason Bees
793598,ELEMENT_GLOBAL.2.793598,/Taxon/ELEMENT_GLOBAL.2.793598/Trachusa_gummifera,IIHYM80010,Trachusa gummifera,<i>Trachusa gummifera</i>,San Francisco Bay Area Leafcutter Bee,EN,G1,2022-02-05T02:46:55.556396Z,Standard,G1,G1,Arthropoda,Hymenoptera,Insecta,Megachilidae,Trachusa,Animals - Insects - Bees - Resin Bees (in part)
793567,ELEMENT_GLOBAL.2.793567,/Taxon/ELEMENT_GLOBAL.2.793567/Andrena_blennospermatis,IIHYM35030,Andrena blennospermatis,<i>Andrena blennospermatis</i>,a vernal pool andrenid bee,EN,G2,2022-02-05T02:46:46.165504Z,Standard,G2,G2,Arthropoda,Hymenoptera,Insecta,Andrenidae,Andrena,Animals - Insects - Bees - Other Bees
793572,ELEMENT_GLOBAL.2.793572,/Taxon/ELEMENT_GLOBAL.2.793572/Andrena_macswaini,IIHYM35130,Andrena macswaini,<i>Andrena macswaini</i>,an andrenid bee,EN,G2,2022-02-05T02:46:46.58738Z,Standard,G2,G2,Arthropoda,Hymenoptera,Insecta,Andrenidae,Andrena,Animals - Insects - Bees - Other Bees
793573,ELEMENT_GLOBAL.2.793573,/Taxon/ELEMENT_GLOBAL.2.793573/Andrena_subapasta,IIHYM35210,Andrena subapasta,<i>Andrena subapasta</i>,an andrenid bee,EN,G1,2022-02-05T02:46:47.024879Z,Standard,G1G2,G2,Arthropoda,Hymenoptera,Insecta,Andrenidae,Andrena,Animals - Insects - Bees - Other Bees
793597,ELEMENT_GLOBAL.2.793597,/Taxon/ELEMENT_GLOBAL.2.793597/Ashmeadiella_chumashae,IIHYM79010,Ashmeadiella chumashae,<i>Ashmeadiella chumashae</i>,Channel Islands Leafcutter Bee,EN,G2,2022-02-05T02:46:55.181104Z,Standard,G2?,G2,Arthropoda,Hymenoptera,Insecta,Megachilidae,Ashmeadiella,Animals - Insects - Bees - Other Bees
116831,ELEMENT_GLOBAL.2.116831,/Taxon/ELEMENT_GLOBAL.2.116831/Dufourea_stagei,IIHYM22010,Dufourea stagei,<i>Dufourea stagei</i>,Peninsula Solitary Bee,EN,G1,2022-02-05T01:39:56.66462Z,Standard,G1G2,G1,Arthropoda,Hymenoptera,Insecta,Halictidae,Dufourea,Animals - Insects - Bees - Other Bees
793590,ELEMENT_GLOBAL.2.793590,/Taxon/ELEMENT_GLOBAL.2.793590/Halictus_harmonius,IIHYM75010,Halictus harmonius,<i>Halictus harmonius</i>,Harmonius Halictid Bee,EN,G1,2022-02-05T02:46:53.041027Z,Standard,G1,G1,Arthropoda,Hymenoptera,Insecta,Halictidae,Halictus,Animals - Insects - Bees - Other Bees
793591,ELEMENT_GLOBAL.2.793591,/Taxon/ELEMENT_GLOBAL.2.793591/Lasioglossum_channelense,IIHYM76010,Lasioglossum channelense,<i>Lasioglossum channelense</i>,Channel Island Halictid Bee,EN,G1,2022-02-05T02:46:53.462318Z,Standard,G1,G1,Arthropoda,Hymenoptera,Insecta,Halictidae,Lasioglossum,Animals - Insects - Bees - Other Bees
793600,ELEMENT_GLOBAL.2.793600,/Taxon/ELEMENT_GLOBAL.2.793600/Paranomada_californica,IIHYM82010,Paranomada californica,<i>Paranomada californica</i>,California Cuckoo Bee,EN,G1,2022-02-05T02:46:56.259225Z,Standard,G1,G1,Arthropoda,Hymenoptera,Insecta,Apidae,Paranomada,Animals - Insects - Bees - Other Bees
