elementGlobalId,uniqueId,nsxUrl,elcode,scientificName,formattedScientificName,primaryCommonName,primaryCommonNameLanguage,roundedGRank,lastModified,classificationStatus,gRank,roundedGrank_2015,phylum,taxorder,taxclass,family,genus,informalTaxonomy
104488,ELEMENT_GLOBAL.2.104488,/Taxon/ELEMENT_GLOBAL.2.104488/Ambystoma_californiense,AAAAA01180,Ambystoma californiense,<i>Ambystoma californiense</i>,California Tiger Salamander,EN,G2,2022-02-05T00:44:04.240401Z,Standard,G2G3,G2,Craniata,Caudata,Amphibia,Ambystomatidae,Ambystoma,Animals - Vertebrates - Amphibians
106312,ELEMENT_GLOBAL.2.106312,/Taxon/ELEMENT_GLOBAL.2.106312/Anaxyrus_californicus,AAABB01230,Anaxyrus californicus,<i>Anaxyrus californicus</i>,Arroyo Toad,EN,G2,2022-02-05T00:51:26.460041Z,Standard,G2G3,G2,Craniata,Anura,Amphibia,Bufonidae,Anaxyrus,Animals - Vertebrates - Amphibians
105396,ELEMENT_GLOBAL.2.105396,/Taxon/ELEMENT_GLOBAL.2.105396/Anaxyrus_canorus,AAABB01040,Anaxyrus canorus,<i>Anaxyrus canorus</i>,Yosemite Toad,EN,G2,2022-02-05T00:47:41.835861Z,Standard,G2G3,G2,Craniata,Anura,Amphibia,Bufonidae,Anaxyrus,Animals - Vertebrates - Amphibians
101917,ELEMENT_GLOBAL.2.101917,/Taxon/ELEMENT_GLOBAL.2.101917/Anaxyrus_exsul,AAABB01070,Anaxyrus exsul,<i>Anaxyrus exsul</i>,Black Toad,EN,G1,2022-02-05T00:32:31.896806Z,Standard,G1,G1,Craniata,Anura,Amphibia,Bufonidae,Anaxyrus,Animals - Vertebrates - Amphibians
100899,ELEMENT_GLOBAL.2.100899,/Taxon/ELEMENT_GLOBAL.2.100899/Batrachoseps_gabrieli,AAAAD02110,Batrachoseps gabrieli,<i>Batrachoseps gabrieli</i>,San Gabriel Slender Salamander,EN,G2,2022-02-05T00:27:38.568605Z,Standard,G2G3,G2,Craniata,Caudata,Amphibia,Plethodontidae,Batrachoseps,Animals - Vertebrates - Amphibians
102298,ELEMENT_GLOBAL.2.102298,/Taxon/ELEMENT_GLOBAL.2.102298/Batrachoseps_incognitus,AAAAD02180,Batrachoseps incognitus,<i>Batrachoseps incognitus</i>,San Simeon Slender Salamander,EN,G2,2022-02-05T00:34:20.082064Z,Standard,G2,G2,Craniata,Caudata,Amphibia,Plethodontidae,Batrachoseps,Animals - Vertebrates - Amphibians
102718,ELEMENT_GLOBAL.2.102718,/Taxon/ELEMENT_GLOBAL.2.102718/Batrachoseps_kawia,AAAAD02150,Batrachoseps kawia,<i>Batrachoseps kawia</i>,Sequoia Slender Salamander,EN,G2,2022-02-05T00:36:10.970808Z,Standard,G2,G1,Craniata,Caudata,Amphibia,Plethodontidae,Batrachoseps,Animals - Vertebrates - Amphibians
103559,ELEMENT_GLOBAL.2.103559,/Taxon/ELEMENT_GLOBAL.2.103559/Batrachoseps_luciae,AAAAD02160,Batrachoseps luciae,<i>Batrachoseps luciae</i>,Santa Lucia Mountains Slender Salamander,EN,G3,2022-02-05T00:39:57.253123Z,Standard,G3,G2,Craniata,Caudata,Amphibia,Plethodontidae,Batrachoseps,Animals - Vertebrates - Amphibians
101886,ELEMENT_GLOBAL.2.101886,/Taxon/ELEMENT_GLOBAL.2.101886/Batrachoseps_minor,AAAAD02170,Batrachoseps minor,<i>Batrachoseps minor</i>,Lesser Slender Salamander,EN,G1,2022-02-05T00:32:21.89693Z,Standard,G1,G1,Craniata,Caudata,Amphibia,Plethodontidae,Batrachoseps,Animals - Vertebrates - Amphibians
103787,ELEMENT_GLOBAL.2.103787,/Taxon/ELEMENT_GLOBAL.2.103787/Batrachoseps_regius,AAAAD02140,Batrachoseps regius,<i>Batrachoseps regius</i>,Kings River Slender Salamander,EN,G2,2022-02-05T00:40:55.472362Z,Standard,G2,G2,Craniata,Caudata,Amphibia,Plethodontidae,Batrachoseps,Animals - Vertebrates - Amphibians
889920,ELEMENT_GLOBAL.2.889920,/Taxon/ELEMENT_GLOBAL.2.889920/Batrachoseps_relictus,AAAAD02070,Batrachoseps relictus,<i>Batrachoseps relictus</i>,Relictual Slender Salamander,EN,G1,2022-02-05T03:21:16.24456Z,Standard,G1,G1,Craniata,Caudata,Amphibia,Plethodontidae,Batrachoseps,Animals - Vertebrates - Amphibians
894174,ELEMENT_GLOBAL.2.894174,/Taxon/ELEMENT_GLOBAL.2.894174/Batrachoseps_simatus,AAAAD02080,Batrachoseps simatus,<i>Batrachoseps simatus</i>,Kern Canyon Slender Salamander,EN,G2,2022-02-05T03:23:24.902866Z,Standard,G2G3,G2,Craniata,Caudata,Amphibia,Plethodontidae,Batrachoseps,Animals - Vertebrates - Amphibians
100216,ELEMENT_GLOBAL.2.100216,/Taxon/ELEMENT_GLOBAL.2.100216/Batrachoseps_stebbinsi,AAAAD02090,Batrachoseps stebbinsi,<i>Batrachoseps stebbinsi</i>,Tehachapi Slender Salamander,EN,G2,2022-02-05T00:23:31.318803Z,Standard,G2G3,G2,Craniata,Caudata,Amphibia,Plethodontidae,Batrachoseps,Animals - Vertebrates - Amphibians
104428,ELEMENT_GLOBAL.2.104428,/Taxon/ELEMENT_GLOBAL.2.104428/Hydromantes_brunus,AAAAD09010,Hydromantes brunus,<i>Hydromantes brunus</i>,Limestone Salamander,EN,G2,2022-02-05T00:43:48.037364Z,Standard,G2G3,G2,Craniata,Caudata,Amphibia,Plethodontidae,Hydromantes,Animals - Vertebrates - Amphibians
777949,ELEMENT_GLOBAL.2.777949,/Taxon/ELEMENT_GLOBAL.2.777949/Plethodon_asupak,AAAAD12560,Plethodon asupak,<i>Plethodon asupak</i>,Scott Bar Salamander,EN,G2,2022-02-05T02:45:09.009456Z,Standard,G2G3,G1,Craniata,Caudata,Amphibia,Plethodontidae,Plethodon,Animals - Vertebrates - Amphibians
101429,ELEMENT_GLOBAL.2.101429,/Taxon/ELEMENT_GLOBAL.2.101429/Plethodon_stormi,AAAAD12180,Plethodon stormi,<i>Plethodon stormi</i>,Siskiyou Mountains Salamander,EN,G3,2022-02-05T00:30:15.240603Z,Standard,G3?,G2,Craniata,Caudata,Amphibia,Plethodontidae,Plethodon,Animals - Vertebrates - Amphibians
105364,ELEMENT_GLOBAL.2.105364,/Taxon/ELEMENT_GLOBAL.2.105364/Rana_draytonii,AAABH01022,Rana draytonii,<i>Rana draytonii</i>,California Red-legged Frog,EN,G2,2022-02-05T00:47:30.335902Z,Standard,G2G3,G2,Craniata,Anura,Amphibia,Ranidae,Rana,Animals - Vertebrates - Amphibians
802507,ELEMENT_GLOBAL.2.802507,/Taxon/ELEMENT_GLOBAL.2.802507/Rana_muscosa,AAABH01330,Rana muscosa,<i>Rana muscosa</i>,Southern Mountain Yellow-legged Frog,EN,G1,2022-02-05T02:49:18.478451Z,Standard,G1,G1,Craniata,Anura,Amphibia,Ranidae,Rana,Animals - Vertebrates - Amphibians
101451,ELEMENT_GLOBAL.2.101451,/Taxon/ELEMENT_GLOBAL.2.101451/Rana_pretiosa,AAABH01180,Rana pretiosa,<i>Rana pretiosa</i>,Oregon Spotted Frog,EN,G2,2022-02-05T00:30:19.412503Z,Standard,G2,G2,Craniata,Anura,Amphibia,Ranidae,Rana,Animals - Vertebrates - Amphibians
802511,ELEMENT_GLOBAL.2.802511,/Taxon/ELEMENT_GLOBAL.2.802511/Rana_sierrae,AAABH01340,Rana sierrae,<i>Rana sierrae</i>,Sierra Nevada Yellow-legged Frog,EN,G2,2022-02-05T02:49:18.791338Z,Standard,G2,G2,Craniata,Anura,Amphibia,Ranidae,Rana,Animals - Vertebrates - Amphibians
101002,ELEMENT_GLOBAL.2.101002,/Taxon/ELEMENT_GLOBAL.2.101002/Aphelocoma_insularis,ABPAV06050,Aphelocoma insularis,<i>Aphelocoma insularis</i>,Island Scrub Jay,EN,G1,2022-02-05T00:28:13.678086Z,Standard,G1,G1,Craniata,Passeriformes,Aves,Corvidae,Aphelocoma,Animals - Vertebrates - Birds
101273,ELEMENT_GLOBAL.2.101273,/Taxon/ELEMENT_GLOBAL.2.101273/Gymnogyps_californianus,ABNKA03010,Gymnogyps californianus,<i>Gymnogyps californianus</i>,California Condor,EN,G1,2022-02-05T00:29:25.990599Z,Standard,G1,G1,Craniata,Cathartiformes,Aves,Cathartidae,Gymnogyps,Animals - Vertebrates - Birds
102988,ELEMENT_GLOBAL.2.102988,/Taxon/ELEMENT_GLOBAL.2.102988/Hydrobates_homochroa,ABNDC04030,Hydrobates homochroa,<i>Hydrobates homochroa</i>,Ashy Storm-Petrel,EN,G2,2022-02-05T00:37:27.080065Z,Standard,G2,G2,Craniata,Procellariiformes,Aves,Hydrobatidae,Hydrobates,Animals - Vertebrates - Birds
103001,ELEMENT_GLOBAL.2.103001,/Taxon/ELEMENT_GLOBAL.2.103001/Phoebastria_albatrus,ABNDA01020,Phoebastria albatrus,<i>Phoebastria albatrus</i>,Short-tailed Albatross,EN,G1,2022-02-05T00:37:30.767603Z,Standard,G1,G1,Craniata,Procellariiformes,Aves,Diomedeidae,Phoebastria,Animals - Vertebrates - Birds
100686,ELEMENT_GLOBAL.2.100686,/Taxon/ELEMENT_GLOBAL.2.100686/Puffinus_opisthomelas,ABNDB07100,Puffinus opisthomelas,<i>Puffinus opisthomelas</i>,Black-vented Shearwater,EN,G2,2022-02-05T00:26:24.271767Z,Standard,G2,G2,Craniata,Procellariiformes,Aves,Procellariidae,Puffinus,Animals - Vertebrates - Birds
103610,ELEMENT_GLOBAL.2.103610,/Taxon/ELEMENT_GLOBAL.2.103610/Thalasseus_elegans,ABNNM08040,Thalasseus elegans,<i>Thalasseus elegans</i>,Elegant Tern,EN,G2,2022-02-05T00:40:13.550166Z,Standard,G2,G2,Craniata,Charadriiformes,Aves,Laridae,Thalasseus,Animals - Vertebrates - Birds
101173,ELEMENT_GLOBAL.2.101173,/Taxon/ELEMENT_GLOBAL.2.101173/Ammospermophilus_nelsoni,AMAFB04040,Ammospermophilus nelsoni,<i>Ammospermophilus nelsoni</i>,Nelson's Antelope Squirrel,EN,G2,2022-02-05T00:29:01.974964Z,Standard,G2G3,G2,Craniata,Rodentia,Mammalia,Sciuridae,Ammospermophilus,Animals - Vertebrates - Mammals
100800,ELEMENT_GLOBAL.2.100800,/Taxon/ELEMENT_GLOBAL.2.100800/Arctocephalus_townsendi,AMAJC02010,Arctocephalus townsendi,<i>Arctocephalus townsendi</i>,Guadalupe Fur Seal,EN,G1,2022-02-05T00:27:03.271734Z,Standard,G1,G1,Craniata,Carnivora,Mammalia,Otariidae,Arctocephalus,Animals - Vertebrates - Mammals
103814,ELEMENT_GLOBAL.2.103814,/Taxon/ELEMENT_GLOBAL.2.103814/Dipodomys_ingens,AMAFD03080,Dipodomys ingens,<i>Dipodomys ingens</i>,Giant Kangaroo Rat,EN,G1,2022-02-05T00:41:03.584031Z,Standard,G1G2,G2,Craniata,Rodentia,Mammalia,Heteromyidae,Dipodomys,Animals - Vertebrates - Mammals
103382,ELEMENT_GLOBAL.2.103382,/Taxon/ELEMENT_GLOBAL.2.103382/Dipodomys_stephensi,AMAFD03100,Dipodomys stephensi,<i>Dipodomys stephensi</i>,Stephens's Kangaroo Rat,EN,G2,2022-02-05T00:39:07.252731Z,Standard,G2,G2,Craniata,Rodentia,Mammalia,Heteromyidae,Dipodomys,Animals - Vertebrates - Mammals
777412,ELEMENT_GLOBAL.79.732610,/Taxon/ELEMENT_GLOBAL.79.732610/Eubalaena_japonica,AMAGJ02020,Eubalaena japonica,<i>Eubalaena japonica</i>,North Pacific Right Whale,EN,G1,2022-02-05T02:44:59.322158Z,Standard,G1,G1,Craniata,Cetacea,Mammalia,Balaenidae,Eubalaena,Animals - Vertebrates - Mammals
101896,ELEMENT_GLOBAL.2.101896,/Taxon/ELEMENT_GLOBAL.2.101896/Perognathus_alticola,AMAFD01080,Perognathus alticola,<i>Perognathus alticola</i>,White-eared Pocket Mouse,EN,G2,2022-02-05T00:32:24.240661Z,Standard,G2,G1,Craniata,Rodentia,Mammalia,Heteromyidae,Perognathus,Animals - Vertebrates - Mammals
102291,ELEMENT_GLOBAL.2.102291,/Taxon/ELEMENT_GLOBAL.2.102291/Reithrodontomys_raviventris,AMAFF02040,Reithrodontomys raviventris,<i>Reithrodontomys raviventris</i>,Salt-marsh Harvest Mouse,EN,G1,2022-02-05T00:34:17.972734Z,Standard,G1G2,G1,Craniata,Rodentia,Mammalia,Cricetidae,Reithrodontomys,Animals - Vertebrates - Mammals
103905,ELEMENT_GLOBAL.2.103905,/Taxon/ELEMENT_GLOBAL.2.103905/Xerospermophilus_mohavensis,AMAFB05150,Xerospermophilus mohavensis,<i>Xerospermophilus mohavensis</i>,Mohave Ground Squirrel,EN,G2,2022-02-05T00:41:24.209728Z,Standard,G2G3,G2,Craniata,Rodentia,Mammalia,Sciuridae,Xerospermophilus,Animals - Vertebrates - Mammals
101155,ELEMENT_GLOBAL.2.101155,/Taxon/ELEMENT_GLOBAL.2.101155/Charina_umbratica,ARADA01011,Charina umbratica,<i>Charina umbratica</i>,Southern Rubber Boa,EN,G2,2022-02-05T00:28:56.678131Z,Standard,G2G3,G2,Craniata,Squamata,Reptilia,Boidae,Charina,Animals - Vertebrates - Reptiles
101103,ELEMENT_GLOBAL.2.101103,/Taxon/ELEMENT_GLOBAL.2.101103/Gambelia_sila,ARACF07010,Gambelia sila,<i>Gambelia sila</i>,Blunt-nosed Leopard Lizard,EN,G1,2022-02-05T00:28:43.115511Z,Standard,G1,G1,Craniata,Squamata,Reptilia,Crotaphytidae,Gambelia,Animals - Vertebrates - Reptiles
106098,ELEMENT_GLOBAL.2.106098,/Taxon/ELEMENT_GLOBAL.2.106098/Thamnophis_gigas,ARADB36150,Thamnophis gigas,<i>Thamnophis gigas</i>,Giant Gartersnake,EN,G2,2022-02-05T00:50:34.257512Z,Standard,G2,G2,Craniata,Squamata,Reptilia,Colubridae,Thamnophis,Animals - Vertebrates - Reptiles
103488,ELEMENT_GLOBAL.2.103488,/Taxon/ELEMENT_GLOBAL.2.103488/Uma_inornata,ARACF15010,Uma inornata,<i>Uma inornata</i>,Coachella Fringe-toed Lizard,EN,G1,2022-02-05T00:39:38.175139Z,Standard,G1Q,G1,Craniata,Squamata,Reptilia,Phrynosomatidae,Uma,Animals - Vertebrates - Reptiles
103674,ELEMENT_GLOBAL.2.103674,/Taxon/ELEMENT_GLOBAL.2.103674/Xantusia_gracilis,ARACK01040,Xantusia gracilis,<i>Xantusia gracilis</i>,Sandstone Night Lizard,EN,G1,2022-02-05T00:40:27.222172Z,Standard,G1,G1,Craniata,Squamata,Reptilia,Xantusiidae,Xantusia,Animals - Vertebrates - Reptiles
106467,ELEMENT_GLOBAL.2.106467,/Taxon/ELEMENT_GLOBAL.2.106467/Xantusia_riversiana,ARACK01020,Xantusia riversiana,<i>Xantusia riversiana</i>,Island Night Lizard,EN,G3,2022-02-05T00:52:03.818983Z,Standard,G3,G1,Craniata,Squamata,Reptilia,Xantusiidae,Xantusia,Animals - Vertebrates - Reptiles
102131,ELEMENT_GLOBAL.2.102131,/Taxon/ELEMENT_GLOBAL.2.102131/Xantusia_sierrae,ARACK01032,Xantusia sierrae,<i>Xantusia sierrae</i>,Sierra Night Lizard,EN,G1,2022-02-05T00:33:29.239211Z,Standard,G1Q,G1,Craniata,Squamata,Reptilia,Xantusiidae,Xantusia,Animals - Vertebrates - Reptiles
103708,ELEMENT_GLOBAL.2.103708,/Taxon/ELEMENT_GLOBAL.2.103708/Dermochelys_coriacea,ARAAC01010,Dermochelys coriacea,<i>Dermochelys coriacea</i>,Leatherback Sea Turtle,EN,G2,2022-02-05T00:40:37.238004Z,Standard,G2,G2,Craniata,Testudines,Chelonia,Dermochelyidae,Dermochelys,Animals - Vertebrates - Turtles
104724,ELEMENT_GLOBAL.2.104724,/Taxon/ELEMENT_GLOBAL.2.104724/Archoplites_interruptus,AFCQB07010,Archoplites interruptus,<i>Archoplites interruptus</i>,Sacramento Perch,EN,G2,2022-02-05T00:44:59.287723Z,Standard,G2G3,G2,Craniata,Perciformes,Actinopterygii,Centrarchidae,Archoplites,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
101328,ELEMENT_GLOBAL.2.101328,/Taxon/ELEMENT_GLOBAL.2.101328/Catostomus_microps,AFCJC02140,Catostomus microps,<i>Catostomus microps</i>,Modoc Sucker,EN,G2,2022-02-05T00:29:46.178103Z,Standard,G2,G2,Craniata,Cypriniformes,Actinopterygii,Catostomidae,Catostomus,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
103583,ELEMENT_GLOBAL.2.103583,/Taxon/ELEMENT_GLOBAL.2.103583/Catostomus_santaanae,AFCJC02190,Catostomus santaanae,<i>Catostomus santaanae</i>,Santa Ana Sucker,EN,G1,2022-02-05T00:40:08.456642Z,Standard,G1,G1,Craniata,Cypriniformes,Actinopterygii,Catostomidae,Catostomus,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
106479,ELEMENT_GLOBAL.2.106479,/Taxon/ELEMENT_GLOBAL.2.106479/Chasmistes_brevirostris,AFCJC03010,Chasmistes brevirostris,<i>Chasmistes brevirostris</i>,Shortnose Sucker,EN,G1,2022-02-05T00:52:06.631541Z,Standard,G1,G1,Craniata,Cypriniformes,Actinopterygii,Catostomidae,Chasmistes,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
104855,ELEMENT_GLOBAL.2.104855,/Taxon/ELEMENT_GLOBAL.2.104855/Cottus_asperrimus,AFC4E02030,Cottus asperrimus,<i>Cottus asperrimus</i>,Rough Sculpin,EN,G2,2022-02-05T00:45:32.600232Z,Standard,G2,G2,Craniata,Scorpaeniformes,Actinopterygii,Cottidae,Cottus,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
105718,ELEMENT_GLOBAL.2.105718,/Taxon/ELEMENT_GLOBAL.2.105718/Cyprinodon_macularius,AFCNB02060,Cyprinodon macularius,<i>Cyprinodon macularius</i>,Desert Pupfish,EN,G1,2022-02-05T00:49:06.538595Z,Standard,G1,G1,Craniata,Cyprinodontiformes,Actinopterygii,Cyprinodontidae,Cyprinodon,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
106106,ELEMENT_GLOBAL.2.106106,/Taxon/ELEMENT_GLOBAL.2.106106/Cyprinodon_nevadensis,AFCNB02070,Cyprinodon nevadensis,<i>Cyprinodon nevadensis</i>,Amargosa Pupfish,EN,G2,2022-02-05T00:50:35.710639Z,Standard,G2,G2,Craniata,Cyprinodontiformes,Actinopterygii,Cyprinodontidae,Cyprinodon,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
104524,ELEMENT_GLOBAL.2.104524,/Taxon/ELEMENT_GLOBAL.2.104524/Cyprinodon_radiosus,AFCNB02090,Cyprinodon radiosus,<i>Cyprinodon radiosus</i>,Owens Pupfish,EN,G1,2022-02-05T00:44:11.912251Z,Standard,G1,G1,Craniata,Cyprinodontiformes,Actinopterygii,Cyprinodontidae,Cyprinodon,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
103079,ELEMENT_GLOBAL.2.103079,/Taxon/ELEMENT_GLOBAL.2.103079/Cyprinodon_salinus,AFCNB02110,Cyprinodon salinus,<i>Cyprinodon salinus</i>,Salt Creek Pupfish,EN,G1,2022-02-05T00:37:48.267712Z,Standard,G1,G1,Craniata,Cyprinodontiformes,Actinopterygii,Cyprinodontidae,Cyprinodon,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
102932,ELEMENT_GLOBAL.2.102932,/Taxon/ELEMENT_GLOBAL.2.102932/Deltistes_luxatus,AFCJC12010,Deltistes luxatus,<i>Deltistes luxatus</i>,Lost River Sucker,EN,G1,2022-02-05T00:37:13.111252Z,Standard,G1,G1,Craniata,Cypriniformes,Actinopterygii,Catostomidae,Deltistes,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
105595,ELEMENT_GLOBAL.2.105595,/Taxon/ELEMENT_GLOBAL.2.105595/Entosphenus_folletti,AFBAA02110,Entosphenus folletti,<i>Entosphenus folletti</i>,Modoc Brook Lamprey,EN,G1,2022-02-05T00:48:35.851239Z,Standard,G1G2,G1,Craniata,Petromyzontiformes,Petromyzontida,Petromyzontidae,Entosphenus,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
105598,ELEMENT_GLOBAL.2.105598,/Taxon/ELEMENT_GLOBAL.2.105598/Gila_elegans,AFCJB13100,Gila elegans,<i>Gila elegans</i>,Bonytail,EN,G1,2022-02-05T00:48:36.835714Z,Standard,G1,G1,Craniata,Cypriniformes,Actinopterygii,Cyprinidae,Gila,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
105585,ELEMENT_GLOBAL.2.105585,/Taxon/ELEMENT_GLOBAL.2.105585/Gila_orcuttii,AFCJB13120,Gila orcuttii,<i>Gila orcuttii</i>,Arroyo Chub,EN,G2,2022-02-05T00:48:33.913739Z,Standard,G2,G2,Craniata,Cypriniformes,Actinopterygii,Cyprinidae,Gila,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
103172,ELEMENT_GLOBAL.2.103172,/Taxon/ELEMENT_GLOBAL.2.103172/Hypomesus_transpacificus,AFCHB01040,Hypomesus transpacificus,<i>Hypomesus transpacificus</i>,Delta Smelt,EN,G1,2022-02-05T00:38:15.533554Z,Standard,G1,G1,Craniata,Osmeriformes,Actinopterygii,Osmeridae,Hypomesus,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
105821,ELEMENT_GLOBAL.2.105821,/Taxon/ELEMENT_GLOBAL.2.105821/Lampetra_hubbsi,AFBAA02040,Lampetra hubbsi,<i>Lampetra hubbsi</i>,Kern Brook Lamprey,EN,G1,2022-02-05T00:49:28.695056Z,Standard,G1G2,G1,Craniata,Petromyzontiformes,Petromyzontida,Petromyzontidae,Lampetra,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
104138,ELEMENT_GLOBAL.2.104138,/Taxon/ELEMENT_GLOBAL.2.104138/Ptychocheilus_lucius,AFCJB35020,Ptychocheilus lucius,<i>Ptychocheilus lucius</i>,Colorado Pikeminnow,EN,G1,2022-02-05T00:42:26.928364Z,Standard,G1,G1,Craniata,Cypriniformes,Actinopterygii,Cyprinidae,Ptychocheilus,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
104297,ELEMENT_GLOBAL.2.104297,/Taxon/ELEMENT_GLOBAL.2.104297/Xyrauchen_texanus,AFCJC11010,Xyrauchen texanus,<i>Xyrauchen texanus</i>,Razorback Sucker,EN,G1,2022-02-05T00:43:16.724979Z,Standard,G1,G1,Craniata,Cypriniformes,Actinopterygii,Catostomidae,Xyrauchen,"Animals - Vertebrates - Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
118624,ELEMENT_GLOBAL.2.118624,/Taxon/ELEMENT_GLOBAL.2.118624/Assiminea_infima,IMGASR2020,Assiminea infima,<i>Assiminea infima</i>,Badwater Snail,EN,G1,2022-02-05T01:48:46.633862Z,Standard,G1,G1,Mollusca,Neotaenioglossa,Gastropoda,Assimineidae,Assiminea,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
721219,ELEMENT_GLOBAL.2.721219,/Taxon/ELEMENT_GLOBAL.2.721219/Colligyrus_convexus,IMGASF8030,Colligyrus convexus,<i>Colligyrus convexus</i>,Canary Duskysnail,EN,G2,2022-02-05T02:03:39.729171Z,Standard,G2,G1,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Colligyrus,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
866915,ELEMENT_GLOBAL.2.866915,/Taxon/ELEMENT_GLOBAL.2.866915/Fluminicola_anserinus,IMGASG3550,Fluminicola anserinus,<i>Fluminicola anserinus</i>,Goose Valley Pebblesnail,EN,G1,2022-02-05T03:16:06.025827Z,Standard,G1,G1,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Fluminicola,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
865313,ELEMENT_GLOBAL.2.865313,/Taxon/ELEMENT_GLOBAL.2.865313/Fluminicola_lunsfordensis,IMGASG3530,Fluminicola lunsfordensis,<i>Fluminicola lunsfordensis</i>,Lunsford Pebblesnail,EN,G1,2022-02-05T03:14:44.901015Z,Standard,G1,G1,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Fluminicola,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
119703,ELEMENT_GLOBAL.2.119703,/Taxon/ELEMENT_GLOBAL.2.119703/Fluminicola_modoci,IMGASG3080,Fluminicola modoci,<i>Fluminicola modoci</i>,Modoc Pebblesnail,EN,G1,2022-02-05T01:54:02.196748Z,Standard,G1,G1,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Fluminicola,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
866912,ELEMENT_GLOBAL.2.866912,/Taxon/ELEMENT_GLOBAL.2.866912/Fluminicola_multifarius,IMGASG3540,Fluminicola multifarius,<i>Fluminicola multifarius</i>,Shasta Pebblesnail,EN,G2,2022-02-05T03:16:05.838315Z,Standard,G2,G2,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Fluminicola,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
866918,ELEMENT_GLOBAL.2.866918,/Taxon/ELEMENT_GLOBAL.2.866918/Fluminicola_potemicus,IMGASG3560,Fluminicola potemicus,<i>Fluminicola potemicus</i>,Potem Creek Pebblesnail,EN,G1,2022-02-05T03:16:06.338312Z,Standard,G1,G1,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Fluminicola,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
107872,ELEMENT_GLOBAL.2.107872,/Taxon/ELEMENT_GLOBAL.2.107872/Fluminicola_seminalis,IMGASG3110,Fluminicola seminalis,<i>Fluminicola seminalis</i>,Nugget Pebblesnail,EN,G2,2022-02-05T00:59:36.647719Z,Standard,G2,G2,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Fluminicola,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
866921,ELEMENT_GLOBAL.2.866921,/Taxon/ELEMENT_GLOBAL.2.866921/Fluminicola_umbilicatus,IMGASG3570,Fluminicola umbilicatus,<i>Fluminicola umbilicatus</i>,Umbilicate Pebblesnail,EN,G1,2022-02-05T03:16:06.744565Z,Standard,G1,G1,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Fluminicola,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
769297,ELEMENT_GLOBAL.2.769297,/Taxon/ELEMENT_GLOBAL.2.769297/Fluminicola_warnerensis,IMGASG3370,Fluminicola warnerensis,<i>Fluminicola warnerensis</i>,Topaz Pebblesnail,EN,G2,2022-02-05T02:44:51.400107Z,Standard,G2,G2,Mollusca,Neotaenioglossa,Gastropoda,Hydrobiidae,Fluminicola,"Animals - Mussels, Snails, & Other Molluscs - Freshwater Snails"
